REF_AREA,TIME_PERIOD,IMF_WEO_BCA,IMF_WEO_BCA_NGDPD,IMF_WEO_GGR,IMF_WEO_GGR_NGDP,IMF_WEO_GGSB,IMF_WEO_GGSB_NPGDP,IMF_WEO_GGX,IMF_WEO_GGXCNL,IMF_WEO_GGXCNL_NGDP,IMF_WEO_GGXONLB,IMF_WEO_GGXONLB_NGDP,IMF_WEO_GGXWDG,IMF_WEO_GGXWDG_NGDP,IMF_WEO_GGXWDN,IMF_WEO_GGXWDN_NGDP,IMF_WEO_GGX_NGDP,IMF_WEO_LE,IMF_WEO_LP,IMF_WEO_LUR,IMF_WEO_NGAP_NPGDP,IMF_WEO_NGDP,IMF_WEO_NGDPD,IMF_WEO_NGDPDPC,IMF_WEO_NGDPPC,IMF_WEO_NGDPRPC,IMF_WEO_NGDPRPPPPC,IMF_WEO_NGDP_D,IMF_WEO_NGDP_FY,IMF_WEO_NGDP_R,IMF_WEO_NGDP_RPCH,IMF_WEO_NGSD_NGDP,IMF_WEO_NID_NGDP,IMF_WEO_PCPI,IMF_WEO_PCPIE,IMF_WEO_PCPIEPCH,IMF_WEO_PCPIPCH,IMF_WEO_PPPEX,IMF_WEO_PPPGDP,IMF_WEO_PPPPC,IMF_WEO_PPPSH,IMF_WEO_TMG_RPCH,IMF_WEO_TM_RPCH,IMF_WEO_TXG_RPCH,IMF_WEO_TX_RPCH,g_growth,g_growth_next,target
BEL,1981,-4.186,-4.094,44.92,47.938,-14.426,-15.472,59.94,-15.019,-16.028,-7.91,-8.441,84.041,89.686,,,63.966,3.736,9.863,10.0,-2.153,93.706,102.245,10366.11,9500.36,21915.05,29428.68,43.351,93.706,216.156,-0.279,17.417,23.319,42.63,44.223,8.145,7.626,0.809,115.85,11745.46,0.773,-3.189,-1.734,1.679,3.578,-4.094,-2.898,0
BEL,1982,-2.607,-2.898,49.897,49.209,-12.337,-12.067,62.841,-12.944,-12.765,-4.262,-4.204,101.028,99.634,,,61.974,3.687,9.855,11.5,-3.149,101.399,89.958,9128.58,10289.54,22065.1,29630.17,46.633,101.399,217.442,0.595,16.597,22.289,46.348,47.804,8.097,8.723,0.819,123.74,12556.63,0.774,2.32,1.872,3.023,3.555,-2.898,-0.584,0
BEL,1983,-0.497,-0.584,53.291,49.608,-15.77,-14.344,69.435,-16.144,-15.028,-6.443,-5.998,118.476,110.287,,,64.636,3.64,9.858,10.742,-4.465,107.425,85.037,8626.16,10897.18,22126.21,29712.24,49.25,107.425,218.121,0.312,16.305,19.437,49.9,51.226,7.159,7.663,0.833,128.987,13084.47,0.759,-1.248,-0.968,2.362,3.859,-0.584,-0.067,0
BEL,1984,-0.055,-0.067,58.272,50.209,-12.598,-10.666,71.283,-13.011,-11.21,-2.383,-2.053,133.02,114.612,,,61.419,3.637,9.853,10.825,-3.896,116.061,81.237,8244.85,11779.19,22683.42,30460.48,51.929,116.061,223.5,2.466,17.518,20.433,53.068,53.966,5.348,6.348,0.848,136.939,13898.13,0.744,6.732,6.161,7.516,5.595,-0.067,0.799,0
BEL,1985,0.675,0.799,62.077,50.29,-12.432,-9.869,74.908,-12.831,-10.395,-0.937,-0.759,147.368,119.388,,,60.686,3.655,9.858,10.117,-4.125,123.436,84.467,8568.65,12521.8,23047.11,30948.87,54.331,123.436,227.192,1.652,17.599,19.655,55.651,56.137,4.023,4.868,0.86,143.602,14567.5,0.73,1.0,0.553,0.3,0.228,0.799,2.622,0
BEL,1986,3.069,2.622,64.049,49.573,-12.837,-9.72,77.334,-13.285,-10.282,-0.359,-0.278,161.076,124.67,,,59.855,3.679,9.859,10.05,-4.325,129.202,117.063,11873.81,13105.08,23464.41,31509.24,55.851,129.202,231.333,1.823,18.718,19.246,56.372,56.467,0.587,1.296,0.866,149.164,15129.86,0.719,4.841,3.899,2.382,2.288,2.622,1.926,0
BEL,1987,2.801,1.926,66.98,49.833,-10.42,-7.604,77.916,-10.936,-8.137,2.083,1.55,173.694,129.228,,,57.97,3.707,9.865,9.808,-4.176,134.409,145.411,14740.46,13625.18,23991.4,32216.92,56.792,134.409,236.669,2.307,19.677,20.309,57.248,57.284,1.448,1.554,0.859,156.386,15853.02,0.709,6.232,6.837,3.9,4.561,1.926,2.277,0
BEL,1988,3.599,2.277,69.718,48.479,-10.38,-7.254,80.511,-10.793,-7.505,2.914,2.026,186.502,129.686,,,55.984,3.779,9.876,8.833,-2.024,143.81,158.097,16008.64,14562.02,25096.67,33701.13,58.024,143.81,247.848,4.723,22.185,22.598,57.913,58.386,1.923,1.162,0.848,169.548,17168.18,0.71,9.715,10.74,9.739,10.295,2.277,2.255,0
BEL,1989,3.604,2.255,72.609,46.562,-11.917,-7.757,84.799,-12.191,-7.818,4.631,2.97,197.118,126.408,,,54.38,3.837,9.928,7.367,-1.024,155.938,159.816,16098.16,15707.51,25831.57,34688.0,60.807,155.938,256.446,3.469,23.474,24.33,59.712,60.489,3.601,3.105,0.855,182.309,18363.86,0.709,8.711,10.041,7.832,8.776,2.255,1.817,0
BEL,1990,3.637,1.817,78.338,47.377,-13.69,-8.446,89.901,-11.563,-6.993,6.82,4.124,215.467,130.308,,,54.369,3.879,9.948,6.558,-0.356,165.353,200.149,20119.94,16622.06,26588.0,35703.76,62.517,165.353,264.492,3.137,23.647,25.204,61.774,62.603,3.495,3.453,0.848,195.066,19608.98,0.702,6.227,4.837,4.744,4.579,1.817,2.319,0
BEL,1991,4.763,2.319,83.069,47.953,-15.189,-8.887,96.359,-13.29,-7.672,5.311,3.066,228.31,131.797,,,55.625,3.891,9.987,6.45,-0.838,173.228,205.369,20563.73,17345.44,26969.12,36215.55,64.316,173.228,269.34,1.833,22.736,23.637,63.73,64.346,2.785,3.167,0.844,205.36,20562.83,0.698,2.148,2.807,2.288,2.789,2.319,2.914,0
BEL,1992,6.664,2.914,86.389,47.492,-16.454,-9.086,101.705,-15.316,-8.42,3.815,2.097,244.994,134.684,,,55.912,3.885,10.022,7.092,-1.514,181.903,228.732,22823.03,18150.38,27286.24,36641.39,66.518,181.903,273.463,1.531,23.056,23.377,65.17,65.752,2.184,2.26,0.853,213.256,21278.75,0.638,4.585,3.146,4.262,2.379,2.914,5.144,0
BEL,1993,11.251,5.144,92.454,49.349,-12.478,-6.496,106.896,-14.442,-7.709,5.053,2.697,260.273,138.926,,,57.058,3.86,10.068,8.625,-4.413,187.346,218.72,21723.62,18607.51,26899.45,36121.99,69.174,187.346,270.832,-0.962,24.409,22.684,66.791,67.372,2.464,2.487,0.867,216.21,21474.28,0.62,0.5,0.54,11.5,0.887,5.144,5.28,0
BEL,1994,12.6,5.28,97.483,49.373,-9.236,-4.617,107.923,-10.44,-5.288,7.137,3.615,270.66,137.083,,,54.66,3.845,10.101,9.75,-3.561,197.442,238.622,23624.47,19547.51,27678.66,37168.36,70.623,197.442,279.572,3.227,25.628,22.724,68.39,68.712,1.988,2.394,0.866,227.953,22568.2,0.622,8.0,7.353,8.3,8.998,5.28,5.339,0
BEL,1995,15.391,5.339,101.322,48.136,-8.551,-4.021,110.812,-9.49,-4.509,8.091,3.844,276.344,131.287,,,52.645,3.928,10.131,9.683,-0.782,210.489,288.301,28458.47,20777.6,28254.96,37942.25,73.536,210.489,286.239,2.385,25.77,21.79,69.255,69.555,1.227,1.265,0.883,238.282,23521.08,0.614,8.4,9.572,8.9,5.524,5.339,4.954,0
BEL,1996,13.836,4.954,105.107,49.049,-7.002,-3.215,113.684,-8.577,-4.003,8.532,3.982,276.44,129.004,,,53.052,3.939,10.143,9.55,-1.613,214.288,279.292,27535.29,21126.59,28593.09,38396.3,73.887,214.288,290.021,1.321,25.247,21.631,70.474,71.043,2.14,1.76,0.872,245.851,24238.35,0.599,4.221,4.221,3.717,3.717,4.954,5.471,0
BEL,1997,13.842,5.471,110.82,49.451,-4.537,-2.019,115.64,-4.821,-2.151,11.559,5.158,278.493,124.271,,,51.602,3.967,10.17,9.217,-0.279,224.101,253.022,24878.75,22035.01,29598.46,39746.37,74.446,224.101,301.023,3.794,26.212,22.301,71.531,71.671,0.884,1.499,0.863,259.577,25523.26,0.597,8.908,8.908,9.994,9.994,5.471,5.12,0
BEL,1998,13.255,5.12,116.16,49.935,-1.635,-0.698,118.544,-2.384,-1.025,13.887,5.97,277.255,119.186,277.255,119.186,50.959,4.037,10.192,9.342,-0.696,232.624,258.876,25399.22,22823.59,30113.82,40438.42,75.791,232.624,306.928,1.962,26.086,22.349,72.175,72.167,0.692,0.901,0.869,267.644,26259.54,0.593,5.561,5.561,4.759,4.759,5.12,7.764,0
BEL,1999,20.07,7.764,120.787,49.849,-1.952,-0.808,122.358,-1.571,-0.648,14.13,5.832,279.531,115.363,257.894,106.433,50.497,4.092,10.214,8.425,0.345,242.306,258.5,25309.06,23723.51,31115.11,41783.0,76.244,242.306,317.802,3.543,28.877,22.689,72.993,73.647,2.051,1.134,0.862,281.048,27516.61,0.593,2.681,2.681,4.486,4.486,7.764,3.965,1
BEL,2000,9.393,3.965,126.443,49.319,-1.999,-0.792,126.646,-0.203,-0.079,15.841,6.179,280.96,109.589,258.52,100.836,49.398,4.173,10.239,6.858,1.583,256.376,236.897,23136.51,25038.96,32191.74,43228.77,77.781,256.376,329.614,3.717,26.203,23.783,74.951,75.83,2.964,2.682,0.86,298.097,29113.61,0.587,12.157,12.157,11.807,11.807,3.965,3.335,0
BEL,2001,7.896,3.335,131.143,49.612,0.132,0.05,130.527,0.616,0.233,16.493,6.239,286.055,108.217,260.423,98.52,49.379,4.231,10.263,6.567,0.408,264.335,236.748,23067.16,25755.08,32468.63,43600.59,79.323,264.335,333.239,1.1,24.126,22.634,76.778,77.29,1.925,2.438,0.858,308.161,30025.18,0.579,1.409,1.409,2.134,2.134,3.335,4.501,0
BEL,2002,11.622,4.501,136.245,49.86,0.053,0.02,136.364,-0.12,-0.044,14.538,5.32,288.111,105.437,262.083,95.912,49.904,4.243,10.31,7.525,-0.138,273.255,258.2,25044.33,26504.59,32874.5,44145.6,80.624,273.255,338.927,1.707,25.249,20.748,77.97,78.32,1.333,1.552,0.859,318.292,30872.94,0.573,7.384,7.384,7.974,7.974,4.501,3.398,0
BEL,2003,10.806,3.398,138.303,49.183,-3.026,-1.062,143.545,-5.242,-1.864,8.679,3.086,285.867,101.659,261.18,92.88,51.047,4.241,10.356,8.175,-1.267,281.201,318.004,30707.67,27153.85,33067.8,44405.18,82.116,281.201,342.445,1.038,24.362,20.964,79.153,79.6,1.634,1.517,0.857,327.944,31667.56,0.556,0.496,0.496,-0.302,-0.302,3.398,3.098,0
BEL,2004,11.434,3.098,145.68,49.08,-2.989,-1.006,146.388,-0.709,-0.239,12.571,4.235,288.419,97.17,262.525,88.446,49.319,4.284,10.396,8.383,-0.044,296.82,369.047,35497.55,28550.21,34115.01,45811.43,83.688,296.82,354.674,3.571,25.765,22.667,80.623,81.2,2.01,1.857,0.851,348.788,33548.89,0.547,6.923,6.923,6.892,6.892,3.098,1.995,0
BEL,2005,7.701,1.995,152.374,49.147,-1.896,-0.612,160.792,-8.418,-2.715,4.107,1.325,294.975,95.142,267.79,86.374,51.862,4.346,10.446,8.475,0.086,310.037,385.927,36945.5,29680.39,34742.02,46653.41,85.431,310.037,362.91,2.322,25.676,23.681,82.669,83.44,2.759,2.539,0.842,368.079,35236.87,0.535,4.986,4.986,4.367,4.367,1.995,1.85,0
BEL,2006,7.554,1.85,159.418,49.029,-2.316,-0.716,158.639,0.779,0.239,12.992,3.996,297.495,91.494,270.098,83.068,48.789,4.397,10.511,8.267,0.565,325.151,408.281,38841.79,30933.23,35406.38,47545.55,87.366,325.151,372.17,2.552,25.821,23.97,84.596,85.17,2.073,2.331,0.836,389.112,37018.13,0.521,5.253,5.253,4.408,4.408,1.85,1.496,0
BEL,2007,7.044,1.496,167.1,48.629,-2.782,-0.829,166.871,0.229,0.067,12.597,3.666,300.064,87.325,270.409,78.694,48.563,4.47,10.585,7.492,2.353,343.619,470.978,44496.79,32464.25,36454.6,48953.16,89.054,343.619,385.855,3.677,26.099,24.603,86.135,87.82,3.111,1.819,0.829,414.349,39146.69,0.513,5.582,5.582,4.706,4.706,1.496,-1.006,1
BEL,2008,-5.203,-1.006,174.746,49.68,-5.636,-1.624,178.599,-3.853,-1.095,8.551,2.431,327.683,93.16,289.161,82.208,50.775,4.549,10.667,6.967,1.381,351.742,517.27,48493.14,32975.2,36335.04,48792.6,90.753,351.742,387.581,0.447,24.931,25.937,90.003,90.19,2.699,4.49,0.829,424.221,39769.94,0.501,-2.067,-2.067,-2.243,-2.243,-1.006,1.657,0
BEL,2009,8.0,1.657,170.637,49.25,-14.314,-4.057,189.454,-18.817,-5.431,-6.902,-1.992,347.224,100.217,307.969,88.887,54.681,4.543,10.753,7.992,-1.798,346.473,482.73,44892.23,32220.82,35315.28,47423.21,91.238,346.473,379.748,-2.021,23.831,22.173,89.999,90.49,0.333,-0.004,0.828,418.211,38892.17,0.493,-12.226,-12.226,-10.694,-10.694,1.657,1.624,0
BEL,2010,7.824,1.624,180.81,49.791,-14.526,-3.99,195.654,-14.844,-4.088,-3.241,-0.893,364.132,100.273,322.768,88.883,53.878,4.574,10.84,8.383,-0.251,363.14,481.814,44448.17,33500.29,36035.93,48390.94,92.964,363.14,390.626,2.865,24.751,23.127,92.095,93.55,3.382,2.329,0.834,435.419,40168.14,0.482,7.079,7.079,8.248,8.248,1.624,-1.94,1
BEL,2011,-10.15,-1.94,191.648,50.974,-15.88,-4.233,207.927,-16.279,-4.33,-4.473,-1.19,389.107,103.495,344.397,91.603,55.304,4.634,11.001,7.233,0.213,375.968,523.239,47564.38,34176.93,36111.09,48491.87,94.644,375.968,397.245,1.694,22.568,24.507,95.175,96.53,3.185,3.344,0.832,451.933,41082.42,0.472,4.947,4.947,4.349,4.349,-1.94,-0.081,0
BEL,2012,-0.404,-0.081,201.425,52.159,-14.792,-3.82,218.102,-16.677,-4.319,-4.479,-1.16,404.752,104.811,355.42,92.036,56.478,4.653,11.076,7.65,-0.267,386.175,496.467,44824.16,34866.28,36130.82,48518.37,96.5,386.175,400.181,0.739,23.609,23.69,97.669,98.54,2.082,2.621,0.822,469.721,42409.3,0.465,-1.372,-1.372,-1.624,-1.624,-0.081,0.955,0
BEL,2013,4.982,0.955,208.175,52.987,-12.899,-3.249,220.47,-12.294,-3.129,-0.751,-0.191,414.432,105.486,363.527,92.529,56.116,4.639,11.138,8.567,-1.027,392.88,521.799,46848.61,35273.92,36094.45,48469.52,97.727,392.88,402.019,0.459,23.383,22.428,98.892,99.69,1.167,1.252,0.806,487.344,43755.16,0.46,0.743,0.743,2.709,2.709,0.955,0.772,0
BEL,2014,4.133,0.772,211.755,52.544,-12.259,-3.019,224.069,-12.314,-3.056,-0.749,-0.186,431.379,107.041,376.285,93.37,55.6,4.658,11.181,8.65,-0.748,403.004,535.529,47897.04,36044.16,36523.64,49045.87,98.687,403.004,408.365,1.579,23.908,23.136,99.381,99.3,-0.391,0.495,0.8,503.621,45043.18,0.458,1.947,1.947,1.813,1.813,0.772,1.383,0
BEL,2015,6.395,1.383,213.793,51.306,-10.384,-2.49,223.851,-10.058,-2.414,0.66,0.158,438.497,105.23,383.38,92.003,53.72,4.698,11.237,8.658,-0.055,416.702,462.383,41147.26,37082.13,37082.04,49795.71,100.0,416.702,416.701,2.041,25.011,23.628,100.0,100.74,1.45,0.623,0.8,521.018,46365.19,0.464,0.993,0.993,1.291,1.291,1.383,0.552,0
BEL,2016,2.625,0.552,218.288,50.755,-9.869,-2.293,228.451,-10.164,-2.363,0.02,0.005,451.62,105.007,392.174,91.185,53.118,4.756,11.311,7.842,-0.062,430.085,475.931,42076.4,38023.21,37306.66,50097.35,101.921,430.085,421.98,1.267,24.804,24.252,101.774,102.96,2.204,1.774,0.781,550.622,48679.68,0.473,5.325,5.325,3.116,3.116,0.552,0.698,0
BEL,2017,3.51,0.698,228.517,51.346,-5.529,-1.245,231.561,-3.044,-0.684,6.138,1.379,454.048,102.022,393.058,88.318,52.03,4.83,11.352,7.117,0.248,445.05,502.587,44274.07,39205.49,37775.22,50726.55,103.786,445.05,428.814,1.62,25.154,24.456,104.036,105.08,2.059,2.222,0.773,575.834,50726.55,0.469,-0.055,-0.055,0.856,0.856,0.698,-0.914,0
BEL,2018,-4.968,-0.914,236.444,51.395,-7.994,-1.75,240.446,-4.002,-0.87,4.454,0.968,459.388,99.856,397.516,86.407,52.265,4.901,11.399,5.975,0.728,460.051,543.546,47685.35,40360.35,38294.39,51423.72,105.395,460.051,436.502,1.793,24.502,25.416,106.438,107.39,2.198,2.309,0.767,599.585,52601.73,0.461,1.33,1.33,0.737,0.737,-0.914,0.098,0
BEL,2019,0.527,0.098,238.946,49.918,-13.811,-2.933,248.478,-9.532,-1.991,-1.293,-0.27,467.249,97.613,405.681,84.751,51.909,4.979,11.456,5.375,1.645,478.676,535.925,46783.1,41785.62,38957.99,52314.84,107.258,478.676,446.284,2.241,25.108,25.009,107.768,108.38,0.922,1.249,0.768,623.312,54411.52,0.459,-0.383,-0.383,0.048,0.048,0.098,1.412,0
BEL,2020,7.426,1.412,229.853,49.887,-30.55,-6.316,270.704,-40.851,-8.866,-33.101,-7.184,515.212,111.821,448.387,97.317,58.753,4.981,11.522,5.575,-4.748,460.748,525.843,45636.46,39987.02,36694.14,49274.82,108.974,460.748,422.806,-5.261,25.637,24.225,108.221,108.76,0.351,0.421,0.77,598.319,51926.43,0.448,-6.619,-6.619,-6.399,-6.399,1.412,1.309,0
BEL,2021,7.869,1.309,251.294,49.474,-26.268,-5.167,278.574,-27.281,-5.371,-20.107,-3.959,548.456,107.979,474.467,93.412,54.845,5.074,11.555,6.267,-0.096,507.93,601.149,52026.03,43958.48,39098.32,52503.28,112.431,507.93,451.772,6.851,27.041,25.732,111.695,115.93,6.592,3.21,0.76,668.622,57865.47,0.45,15.292,15.292,14.718,14.718,1.309,-1.012,1
CYP,1980,-0.258,-11.164,,,,,,,,,,,,,,,,0.509,,2.619,1.395,2.314,4549.59,2743.1,9448.23,15469.41,29.033,1.395,4.805,5.92,28.651,49.257,32.163,33.558,13.453,13.518,0.464,3.008,5914.59,0.022,,4.353,,9.317,-11.164,-7.664,0
CYP,1981,-0.172,-7.664,,,,,,,,,,,,,,,0.239,0.515,,-0.517,1.607,2.242,4352.5,3120.85,9615.51,15743.28,32.456,1.607,4.952,3.051,29.564,44.078,35.619,37.027,10.338,10.745,0.474,3.393,6588.81,0.023,,-8.907,,-1.636,-7.664,-7.683,0
CYP,1982,-0.178,-7.683,,,,,,,,,,,,,,,0.241,0.521,2.8,-0.446,1.88,2.319,4452.67,3610.66,10105.43,16545.41,35.73,1.88,5.263,6.279,27.407,42.744,37.91,38.726,4.589,6.433,0.491,3.829,7352.4,0.024,,1.698,,-2.302,-7.683,-8.835,0
CYP,1983,-0.205,-8.835,,,,,,,,,,,,,,,0.242,0.528,3.3,-1.278,2.086,2.321,4399.22,3952.91,10504.6,17198.98,37.63,2.086,5.542,5.307,23.935,40.706,39.825,40.319,4.113,5.05,0.498,4.19,7942.12,0.025,,-4.395,,-3.337,-8.835,-9.057,0
CYP,1984,-0.222,-9.057,,,,,,,,,,,,,,,0.245,0.535,3.3,1.158,2.454,2.447,4575.65,4588.23,11278.97,18466.83,40.68,2.454,6.032,8.837,27.995,45.339,42.211,43.611,8.165,5.992,0.519,4.725,8835.37,0.026,,4.753,,0.473,-9.057,-6.904,0
CYP,1985,-0.18,-6.904,,,,,,,,,,,,,,,0.248,0.541,3.3,-0.209,2.719,2.611,4824.67,5025.8,11676.71,19118.05,43.041,2.719,6.318,4.746,26.724,41.512,44.336,44.425,1.867,5.034,0.533,5.106,9436.18,0.026,,-8.332,,-4.628,-6.904,-0.57,0
CYP,1986,-0.019,-0.57,,,,,,,,,,,,,,,0.25,0.548,3.7,-2.696,2.935,3.317,6057.9,5360.8,11953.65,19571.47,44.847,2.935,6.545,3.583,27.087,36.289,44.876,45.673,2.808,1.218,0.544,5.395,9854.46,0.026,,-2.115,,7.845,-0.57,-0.193,0
CYP,1987,-0.008,-0.193,,,,,,,,,,,,,,,0.253,0.554,3.4,-1.995,3.268,3.979,7188.22,5904.0,12668.15,20741.31,46.605,3.268,7.012,7.139,24.642,34.963,46.079,46.699,2.246,2.679,0.552,5.924,10702.29,0.027,,8.809,,10.512,-0.193,-2.344,1
CYP,1988,-0.108,-2.344,,,,,,,,,,,,,,,0.261,0.559,2.8,-0.24,3.656,4.589,8204.3,6535.93,13579.41,22233.3,48.131,3.656,7.595,8.317,24.651,36.51,47.66,48.656,4.191,3.433,0.55,6.643,11876.72,0.028,,19.195,,17.036,-2.344,-5.074,1
CYP,1989,-0.249,-5.074,,,,,,,,,,,,,,,0.271,0.568,2.3,1.496,4.14,4.901,8635.77,7294.36,14465.6,23684.24,50.426,4.14,8.209,8.088,25.439,42.291,49.455,50.026,2.817,3.766,0.555,7.461,13147.92,0.029,,14.134,,10.906,-5.074,-2.571,0
CYP,1990,-0.154,-2.571,,,,,,,,,,,,,,,0.274,0.579,1.8,2.948,4.689,6.003,10360.0,8092.95,15217.19,24914.81,53.183,4.689,8.817,7.402,22.693,36.643,51.682,52.923,5.79,4.503,0.564,8.314,14348.66,0.03,,7.792,,7.735,-2.571,-6.784,1
CYP,1991,-0.42,-6.784,,,,,,,,,,,,,,,0.267,0.595,3.0,-1.698,4.907,6.195,10413.73,8249.1,14930.32,24445.11,55.251,4.907,8.882,0.74,17.543,34.434,54.286,56.377,6.528,5.04,0.567,8.658,14554.33,0.029,,1.619,,-7.558,-6.784,-8.596,0
CYP,1992,-0.638,-8.596,,,,,,,,,,,,,,,0.278,0.611,1.825,2.094,5.693,7.424,12158.6,9323.66,15908.63,26046.88,58.608,5.693,9.714,9.365,18.184,38.195,57.816,60.037,6.491,6.501,0.588,9.685,15861.43,0.029,,19.158,,18.919,-8.596,1.546,0
CYP,1993,0.11,1.546,,,,,,,,,,,,,,,0.279,0.626,2.7,-2.172,6.028,7.098,11342.41,9632.26,15631.01,25592.34,61.623,6.028,9.782,0.701,23.993,32.59,60.642,61.93,3.154,4.889,0.604,9.984,15954.0,0.029,,-25.485,,-10.878,1.546,0.929,0
CYP,1994,0.074,0.929,,,,,,,,,,,,,,,0.283,0.639,2.7,-1.359,6.721,8.004,12525.32,10518.05,16211.09,26542.1,64.882,6.721,10.359,5.899,24.624,33.052,63.468,65.159,5.213,4.66,0.622,10.799,16899.41,0.029,,8.727,,7.042,0.929,-2.065,1
CYP,1995,-0.205,-2.065,2.281,29.703,-0.055,-0.736,2.335,-0.055,-0.712,0.018,0.237,3.59,46.749,3.59,46.749,30.416,0.296,0.645,2.6,3.379,7.678,9.937,15396.92,11896.98,17643.19,28886.85,67.431,7.678,11.387,9.924,25.978,26.518,65.126,66.226,1.637,2.612,0.634,12.119,18777.89,0.031,,-17.329,,-20.225,-2.065,-4.67,1
CYP,1996,-0.468,-4.67,2.353,29.488,-0.214,-2.668,2.589,-0.236,-2.956,-0.131,-1.639,3.896,48.828,3.896,48.828,32.444,0.298,0.656,3.1,-0.692,7.98,10.016,15260.55,12157.7,17565.78,28760.1,69.212,7.98,11.529,1.248,20.978,24.177,66.808,67.52,1.954,2.582,0.639,12.495,19037.79,0.03,,7.872,,3.059,-4.67,-4.384,0
CYP,1997,-0.418,-4.384,2.461,29.394,-0.304,-3.515,2.865,-0.404,-4.821,-0.283,-3.375,4.478,53.479,4.478,53.479,34.215,0.299,0.666,3.4,-3.064,8.374,9.544,14324.09,12566.92,17759.67,29077.56,70.761,8.374,11.834,2.641,20.716,23.887,69.018,70.06,3.762,3.308,0.642,13.046,19579.84,0.03,,0.885,,3.517,-4.384,2.846,0
CYP,1998,0.292,2.846,2.766,30.53,-0.278,-3.011,3.115,-0.349,-3.851,-0.167,-1.841,4.982,54.986,3.871,42.73,34.382,0.304,0.675,3.4,-1.996,9.06,10.251,15181.8,13417.65,18596.6,30447.84,72.151,9.06,12.557,6.111,23.073,18.898,70.631,70.59,0.756,2.338,0.647,13.999,20732.99,0.031,,1.909,,1.85,2.846,-1.622,1
CYP,1999,-0.17,-1.622,2.945,30.266,-0.327,-3.3,3.34,-0.395,-4.054,-0.193,-1.986,5.417,55.662,4.319,44.377,34.32,0.301,0.683,3.6,-1.779,9.732,10.502,15379.99,14251.2,19307.42,31611.65,73.812,9.732,13.184,4.998,19.316,19.64,71.433,73.08,3.527,1.136,0.653,14.907,21830.06,0.031,,3.308,,8.931,-1.622,-4.899,1
CYP,2000,-0.489,-4.899,3.468,32.73,-0.218,-1.553,3.705,-0.237,-2.24,0.008,0.078,5.931,55.978,4.562,43.056,34.97,0.31,0.69,4.842,-0.466,10.595,9.988,14464.95,15344.17,20233.11,33127.26,75.837,10.595,13.971,5.966,16.06,20.32,74.903,75.82,3.749,4.858,0.656,16.154,23394.91,0.032,,12.546,,10.456,-4.899,-3.037,0
CYP,2001,-0.316,-3.037,3.837,33.608,-0.203,-1.338,4.078,-0.241,-2.107,-0.052,-0.459,6.568,57.524,4.795,41.997,35.715,0.319,0.698,3.925,-0.841,11.417,10.397,14905.02,16367.17,20819.9,34088.01,78.613,11.417,14.523,3.951,16.235,17.664,76.393,77.46,2.163,1.988,0.665,17.17,24615.44,0.032,10.268,-0.193,10.126,2.177,-3.037,-3.444,0
CYP,2002,-0.393,-3.444,3.954,33.291,-0.471,-2.97,4.445,-0.491,-4.131,-0.23,-1.937,7.246,61.01,5.385,45.34,37.422,0.325,0.706,3.517,-1.198,11.877,11.422,16188.53,16834.08,21350.49,34956.73,78.846,11.877,15.064,3.723,18.632,20.268,78.517,79.87,3.111,2.781,0.657,18.087,25635.03,0.033,0.183,-0.355,-0.408,-4.093,-3.444,-2.042,0
CYP,2003,-0.297,-2.042,4.429,34.479,-0.86,-4.959,5.188,-0.759,-5.907,-0.419,-3.263,8.093,63.006,6.033,46.964,40.386,0.337,0.714,4.108,-2.338,12.845,14.552,20389.34,17997.67,21659.47,35462.63,83.094,12.845,15.459,2.624,18.356,19.525,81.64,81.71,2.304,3.978,0.679,18.927,26519.44,0.032,-1.09,-0.976,-9.942,-1.394,-2.042,-4.548,1
CYP,2004,-0.788,-4.548,4.84,34.926,-0.618,-3.349,5.354,-0.514,-3.712,-0.191,-1.375,8.963,64.687,6.732,48.581,38.637,0.341,0.723,4.625,-0.91,13.857,17.328,23969.99,19168.12,22459.2,36772.01,85.346,13.857,16.236,5.025,17.504,21.964,83.188,84.86,3.855,1.896,0.679,20.413,28238.02,0.032,-5.252,6.946,-5.148,2.49,-4.548,-5.315,0
CYP,2005,-0.995,-5.315,5.553,37.464,-0.505,-2.604,5.883,-0.33,-2.224,0.065,0.441,9.491,64.029,7.199,48.569,39.689,0.348,0.733,5.3,0.73,14.822,18.713,25527.25,20219.71,23222.71,38022.08,87.069,14.822,17.024,4.855,17.171,22.343,84.873,86.07,1.426,2.026,0.671,22.075,30113.57,0.032,7.455,1.57,2.758,2.051,-5.315,-6.287,0
CYP,2006,-1.284,-6.287,6.094,38.085,-0.654,-3.181,6.26,-0.167,-1.041,0.212,1.323,9.445,59.031,7.288,45.552,39.127,0.357,0.744,4.55,2.678,16.0,20.422,27448.57,21505.14,23959.66,39228.68,89.756,16.0,17.826,4.714,18.232,24.505,86.784,87.36,1.499,2.252,0.671,23.829,32027.34,0.032,6.243,5.702,-16.253,1.268,-6.287,-10.65,1
CYP,2007,-2.565,-10.65,7.143,40.792,-0.6,-2.742,6.578,0.565,3.228,0.941,5.371,9.307,53.15,6.765,38.632,37.564,0.378,0.758,3.925,5.523,17.512,24.082,31774.43,23104.8,24718.83,40471.66,93.47,17.512,18.735,5.096,13.648,24.245,88.668,90.71,3.835,2.171,0.681,25.722,33937.34,0.032,10.123,10.463,2.392,5.28,-10.65,-14.74,1
